Gene_name NCBI_gene_ID Gene_type
MIPEP 4285 protein_coding
C13orf46 100507747 protein_coding
RNF17 56163 protein_coding
RASA3 22821 protein_coding
SLC37A4 2542 protein_coding
HYOU1 10525 protein_coding
SAP18 10284 protein_coding
LNX2 222484 protein_coding
MICU2 221154 protein_coding
 102723996 protein_coding
POMP 51371 protein_coding
KATNAL1 84056 protein_coding
TMPRSS15 5651 protein_coding
MPHOSPH8 54737 protein_coding
SKA3 221150 protein_coding
UBE2L5 171222 protein_coding
CCNA1 8900 protein_coding
PRAMEF11 440560 protein_coding
HNRNPCL1 343069 protein_coding
PRAMEF2 65122 protein_coding
FGF9 2254 protein_coding
PRAMEF4 400735 protein_coding
PRAMEF10 343071 protein_coding
USPL1 10208 protein_coding
WDR46 9277 protein_coding
PRAMEF7 441871 protein_coding
PRAMEF6 440561 protein_coding
VPS11 55823 protein_coding
URAD 646625 protein_coding
HMGB1 3146 protein_coding
PRAMEF27 101929983 protein_coding
HNRNPCL3 649330 protein_coding
PRAMEF26 645359 protein_coding
SOHLH2 54937 protein_coding
PRAMEF13 400736 protein_coding
PDX1 3651 protein_coding
OBP2B 29989 protein_coding
GPALPP1 55425 protein_coding
HSPH1 10808 protein_coding
ABO 28 protein_coding
SURF6 6838 protein_coding
MED22 6837 protein_coding
SMIM34B 107983987 protein_coding
GATD3B 102724023 protein_coding
RPL7A 6130 protein_coding
NUFIP1 26747 protein_coding
FAM243B 102723451 protein_coding
CXADR 1525 protein_coding
KPNA3 3839 protein_coding
SURF1 6834 protein_coding
SURF2 6835 protein_coding
SIK1B 102724428 protein_coding
CRYL1 51084 protein_coding
GOLGA8T 653075 protein_coding
GOLGA8T 653125 protein_coding
CLUL1 27098 protein_coding
SURF4 6836 protein_coding
RWDD2B 10069 protein_coding
CDX2 1045 protein_coding
GOLGA8Q 727909 protein_coding
GOLGA8Q 728047 protein_coding
PAN3 255967 protein_coding
ZBTB9 221504 protein_coding
MAGI1 9223 protein_coding
KRTAP19-6 337973 protein_coding
GOLGA8N 643699 protein_coding
MAP3K7CL 56911 protein_coding
CAB39L 81617 protein_coding
COLEC12 81035 protein_coding
STKLD1 169436 protein_coding
TXNDC2 84203 protein_coding
REXO4 57109 protein_coding
CHMP1B 57132 protein_coding
IMPA2 3613 protein_coding
SLC25A15 10166 protein_coding
DNAJC15 29103 protein_coding
KRTAP20-2 337976 protein_coding
GPR12 2835 protein_coding
ADAMTS13 11093 protein_coding
GTF2F2 2963 protein_coding
DLGAP1 9229 protein_coding
KRTAP19-2 337969 protein_coding
KRTAP8-1 337879 protein_coding
URB1 9875 protein_coding
WASF3 10810 protein_coding
HNRNPR 10236 protein_coding
 102724334 protein_coding
KRTAP25-1 100131902 protein_coding
KRTAP21-2 337978 protein_coding
JAM2 58494 protein_coding
POSTN 10631 protein_coding
USP16 10600 protein_coding
SLC25A26 115286 protein_coding
ZNF436 80818 protein_coding
TCEA3 6920 protein_coding
THOC1 9984 protein_coding
OR2J1 442185 protein_coding
ASAP3 55616 protein_coding
 102724159 protein_coding
CLDN17 26285 protein_coding
CYYR1 116159 protein_coding
CACFD1 11094 protein_coding
DONSON 29980 protein_coding
SLC2A6 11182 protein_coding
E2F2 1870 protein_coding
ID3 3399 protein_coding
KRTAP13-4 284827 protein_coding
MRPS6 64968 protein_coding
MTCL1 23255 protein_coding
KRTAP24-1 643803 protein_coding
KRTAP6-2 337967 protein_coding
ENOX1 55068 protein_coding
KRTAP20-1 337975 protein_coding
KRTAP21-1 337977 protein_coding
KRTAP20-4 100151643 protein_coding
SERP2 387923 protein_coding
CETN1 1068 protein_coding
ADCYAP1 116 protein_coding
FNDC3A 22862 protein_coding
METTL4 64863 protein_coding
RAB31 11031 protein_coding
SETDB2 83852 protein_coding
IBTK 25998 protein_coding
CCDC169-SOHLH2 100526761 protein_coding
SYNGAP1 8831 protein_coding
OSBPL1A 114876 protein_coding
LHFPL6 10186 protein_coding
LACC1 144811 protein_coding
C13orf42 647166 protein_coding
 112267897 protein_coding
PHF11 51131 protein_coding
SLC5A3 6526 protein_coding
KRTAP15-1 254950 protein_coding
KRTAP21-3 100288323 protein_coding
CHAF1B 8208 protein_coding
ATAD1 84896 protein_coding
BCL7A 605 protein_coding
KLLN 100144748 protein_coding
PTEN 5728 protein_coding
SCAF4 57466 protein_coding
AKAP11 11215 protein_coding
MLXIP 22877 protein_coding
SMIM2 79024 protein_coding
MZT1 440145 protein_coding
PCDH20 64881 protein_coding
PROSER1 80209 protein_coding
USP14 9097 protein_coding
TPBG 7162 protein_coding
CCT8L2 150160 protein_coding
ERICH6B 220081 protein_coding
POTEH 23784 protein_coding
KL 9365 protein_coding
PCDH8 5100 protein_coding
PIBF1 10464 protein_coding
KRTAP19-4 337971 protein_coding
ADA2 51816 protein_coding
KRTAP19-5 337972 protein_coding
TMEM200C 645369 protein_coding
CCT8 10694 protein_coding
YES1 7525 protein_coding
CTIF 9811 protein_coding
CCDC122 160857 protein_coding
BORA 79866 protein_coding
MAPRE2 10982 protein_coding
LEUTX 342900 protein_coding
DYRK1B 9149 protein_coding
HYDIN 54768 protein_coding
TMEM191B 728229 protein_coding
GAB4 128954 protein_coding
KLHL1 57626 protein_coding
NCAM2 4685 protein_coding
FHOD3 80206 protein_coding
GTF3A 2971 protein_coding
KRTAP13-3 337960 protein_coding
KRTAP26-1 388818 protein_coding
PI4KA 5297 protein_coding
KRTAP13-1 140258 protein_coding
FBL 2091 protein_coding
LTN1 26046 protein_coding
CNMD 11061 protein_coding
B3GLCT 145173 protein_coding
FCGBP 8857 protein_coding
MRPL57 78988 protein_coding
PSMC4 5704 protein_coding
APP 351 protein_coding
ELF1 1997 protein_coding
ZNF546 339327 protein_coding
SCEL 8796 protein_coding
TMEM121B 27439 protein_coding
GGT2 728441 protein_coding
CALB2 794 protein_coding
ZNF780B 163131 protein_coding
IL17RA 23765 protein_coding
ANKRD30B 374860 protein_coding
ZNF780A 284323 protein_coding
PSMG2 56984 protein_coding
 FAM246A protein_coding
TSC22D1 8848 protein_coding
GGTLC3 728226 protein_coding
CLTCL1 8218 protein_coding
CTAGE1 64693 protein_coding
FREM2 341640 protein_coding
MC2R 4158 protein_coding
PRR20B 729233 protein_coding
KLHL14 57565 protein_coding
TBC1D4 9882 protein_coding
GRIK1 2897 protein_coding
PIK3C3 5289 protein_coding
DUX4 100288687 protein_coding
PRR20D 729246 protein_coding
 FAM246B protein_coding
RIMBP3 85376 protein_coding
SPRY2 10253 protein_coding
PRR20E 729250 protein_coding
KRTAP19-8 728299 protein_coding
UFM1 51569 protein_coding
KRTAP22-2 100288287 protein_coding
MED15 51586 protein_coding
KRTAP19-1 337882 protein_coding
DACH1 1602 protein_coding
MUC6 4588 protein_coding
U2AF1L5 102724594 protein_coding
TBCE 6905 protein_coding
KLF5 688 protein_coding
NDC80 10403 protein_coding
MUC5AC 4586 protein_coding
B3GALNT2 148789 protein_coding
PSPC1 55269 protein_coding
CBY2 220082 protein_coding
NDUFV2 4729 protein_coding
KRTAP11-1 337880 protein_coding
KRTAP6-3 337968 protein_coding
CLDN8 9073 protein_coding
TGDS 23483 protein_coding
GNG4 2786 protein_coding
FAM243A 101928147 protein_coding
FLT1 2321 protein_coding
MPPE1 65258 protein_coding
KRTAP19-3 337970 protein_coding
ADRA1D 146 protein_coding
RSPO4 343637 protein_coding
DEFB129 140881 protein_coding
ANGPT4 51378 protein_coding
SMIM11B 102723553 protein_coding
ACR 49 protein_coding
MGAT4C 25834 protein_coding
SIRPG 55423 protein_coding
GGTLC2 91227 protein_coding
HUNK 30811 protein_coding
CSN2 1447 protein_coding
C21orf91 54149 protein_coding
STATH 6779 protein_coding
SHLD1 149840 protein_coding
HTN3 3347 protein_coding
TMX4 56255 protein_coding
IGLL5 100423062 protein_coding
MORC3 23515 protein_coding
SLX4IP 128710 protein_coding
CHGB 1114 protein_coding
UBAC2 337867 protein_coding
DCHS2 54798 protein_coding
DEFB125 245938 protein_coding
NKX2-2 4821 protein_coding
SLC25A24 29957 protein_coding
ATRN 8455 protein_coding
HTN1 3346 protein_coding
RFC3 5983 protein_coding
OSBP2 23762 protein_coding
PRR27 401137 protein_coding
DCT 1638 protein_coding
BMP2 650 protein_coding
POU4F1 5457 protein_coding
ANKEF1 63926 protein_coding
TM9SF2 9375 protein_coding
CELF4 56853 protein_coding
PDYN 5173 protein_coding
PLCL2 23228 protein_coding
SLAIN1 122060 protein_coding
TGM6 343641 protein_coding
FAM110A 83541 protein_coding
INSM1 3642 protein_coding
DEFB128 245939 protein_coding
ITSN1 6453 protein_coding
SPATA13 221178 protein_coding
SMOX 54498 protein_coding
SMURF1 57154 protein_coding
ADAMTS2 9509 protein_coding
PTPRD 5789 protein_coding
AKAIN1 642597 protein_coding
SLC14A2 8170 protein_coding
DEFB126 81623 protein_coding
KPNA7 402569 protein_coding
NXT1 29107 protein_coding
RUFY1 80230 protein_coding
BTBD3 22903 protein_coding
RALBP1 10928 protein_coding
NHLRC3 387921 protein_coding
VPREB3 29802 protein_coding
GRK3 157 protein_coding
NKX2-4 644524 protein_coding
ACAA2 10449 protein_coding
TMEM230 29058 protein_coding
OLFM4 10562 protein_coding
PRR20A 122183 protein_coding
PRKAR2B 5577 protein_coding
IPO5 3843 protein_coding
ASCC2 84164 protein_coding
HNRNPH1 3187 protein_coding
 285679 protein_coding
CBY3 646019 protein_coding
CANX 821 protein_coding
HBP1 26959 protein_coding
SS18 6760 protein_coding
PCSK2 5126 protein_coding
 MAFIP protein_coding
SNAP25 6616 protein_coding
PIWIL3 440822 protein_coding
COG5 10466 protein_coding
ZNF343 79175 protein_coding
SYN3 8224 protein_coding
FOXO6 100132074 protein_coding
CST8 10047 protein_coding
ISM1 140862 protein_coding
GPR22 2845 protein_coding
RRBP1 6238 protein_coding
DUS4L 11062 protein_coding
DIAPH3 81624 protein_coding
MAML1 9794 protein_coding
LTC4S 4056 protein_coding
RYBP 23429 protein_coding
BCAP29 55973 protein_coding
MGAT4B 11282 protein_coding
APOL6 80830 protein_coding
OSM 5008 protein_coding
DRG1 4733 protein_coding
ANKRD12 23253 protein_coding
CDC42EP1 11135 protein_coding
ABHD12 26090 protein_coding
TNK1 8711 protein_coding
SPIRE1 56907 protein_coding
SQSTM1 8878 protein_coding
MRNIP 51149 protein_coding
PLSCR3 57048 protein_coding
XBP1 7494 protein_coding
HORMAD2 150280 protein_coding
FLRT3 23767 protein_coding
CST5 1473 protein_coding
 647264 protein_coding
FBXO7 25793 protein_coding
DEFB123 245936 protein_coding
PCDH17 27253 protein_coding
DZANK1 55184 protein_coding
EDNRB 1910 protein_coding
 TMEM256-PLSCR3 protein_coding
TMEM256 254863 protein_coding
NLGN2 57555 protein_coding
TBC1D9B 23061 protein_coding
SPEM1 374768 protein_coding
SPEM2 201243 protein_coding
USP12 219333 protein_coding
SPEM3 107983988 protein_coding
TMEM102 284114 protein_coding
FGF11 2256 protein_coding
LMO7 4008 protein_coding
TRMT6 51605 protein_coding
C18orf25 147339 protein_coding
PRSS21 10942 protein_coding
CHRNB1 1140 protein_coding
ZNF70 7621 protein_coding
SYNDIG1 79953 protein_coding
HAO1 54363 protein_coding
SFI1 9814 protein_coding
ZG16B 124220 protein_coding
CST11 140880 protein_coding
XRN2 22803 protein_coding
ZBTB4 57659 protein_coding
SLC35G6 643664 protein_coding
PRSS22 64063 protein_coding
POLR2A 5430 protein_coding
GPCPD1 56261 protein_coding
EPG5 57724 protein_coding
SNRPB2 6629 protein_coding
DEFB118 117285 protein_coding
ATP5F1A 498 protein_coding
CD93 22918 protein_coding
TMEM159 57146 protein_coding
GINS1 9837 protein_coding
CST7 8530 protein_coding
CLDN14 23562 protein_coding
APMAP 57136 protein_coding
ZP2 7783 protein_coding
KCNJ6 3763 protein_coding
CACNA1I 8911 protein_coding
BFSP1 631 protein_coding
ATP5PO 539 protein_coding
MAP4K1 11184 protein_coding
CEP192 55125 protein_coding
WBP4 11193 protein_coding
ANKS4B 257629 protein_coding
SERTM1 400120 protein_coding
CRLS1 54675 protein_coding
CDK8 1024 protein_coding
KRTAP27-1 643812 protein_coding
NPIPB5 100132247 protein_coding
CHODL 140578 protein_coding
POLR3E 55718 protein_coding
KIR2DS5 57292 protein_coding
EEF2K 29904 protein_coding
MOSMO 730094 protein_coding
PDZD9 255762 protein_coding
GGTLC1 92086 protein_coding
NPIPB13 613037 protein_coding
METTL9 51108 protein_coding
IGSF6 10261 protein_coding
YBEY 54059 protein_coding
NPIPB3 23117 protein_coding
SOX21 11166 protein_coding
SLC7A1 6541 protein_coding
REM1 28954 protein_coding
VPS26C 10311 protein_coding
CST2 1470 protein_coding
SLC15A1 6564 protein_coding
DSTN 11034 protein_coding
POLR3F 10621 protein_coding
EIF3K 27335 protein_coding
IGLL1 3543 protein_coding
BPIFB2 80341 protein_coding
C17orf97 400566 protein_coding
TNRC6B 23112 protein_coding
S100B 6285 protein_coding
RFLNB 359845 protein_coding
STK35 140901 protein_coding
VPS53 55275 protein_coding
MCM3AP 8888 protein_coding
LRRN4 164312 protein_coding
CLYBL 171425 protein_coding
SCRT2 85508 protein_coding
RALGAPA2 57186 protein_coding
RASD2 23551 protein_coding
NDFIP2 54602 protein_coding
ACTN4 81 protein_coding
PIK3IP1 113791 protein_coding
FOXO1 2308 protein_coding
SLC35E4 339665 protein_coding
NCOA6 23054 protein_coding
COG3 83548 protein_coding
CFAP53 220136 protein_coding
ISX 91464 protein_coding
BACH1 571 protein_coding
BACH1 100379661 protein_coding
RPRD1A 55197 protein_coding
PLA2G6 8398 protein_coding
KRTAP20-3 337985 protein_coding
KRTAP22-1 337979 protein_coding
PRMT2 3275 protein_coding
LRCH1 23143 protein_coding
LGALS7B 3963 protein_coding
LGALS7B 653499 protein_coding
LGALS7 3963 protein_coding
LGALS7 653499 protein_coding
RIT2 6014 protein_coding
LGALS4 3960 protein_coding
DEFB127 140850 protein_coding
THBD 7056 protein_coding
KIF3B 9371 protein_coding
CEP76 79959 protein_coding
ECH1 1891 protein_coding
GPR180 160897 protein_coding
SPTLC3 55304 protein_coding
NUP58 9818 protein_coding
STARD6 147323 protein_coding
HNRNPL 3191 protein_coding
BPIFA1 51297 protein_coding
MCAT 27349 protein_coding
SYT4 6860 protein_coding
CDADC1 81602 protein_coding
LIMK2 3985 protein_coding
HRH4 59340 protein_coding
RBBP8 5932 protein_coding
ABCC4 10257 protein_coding
RINL 126432 protein_coding
KRTAP13-2 337959 protein_coding
ACSS2 55902 protein_coding
SLC5A1 6523 protein_coding
SIRT2 22933 protein_coding
TTC3 7267 protein_coding
MAFF 23764 protein_coding
ENTHD1 150350 protein_coding
TTC39C 125488 protein_coding
MN1 4330 protein_coding
TPTEP2-CSNK1E 102800317 protein_coding
EIF3D 8664 protein_coding
DNAJC8 22826 protein_coding
DCC 1630 protein_coding
ATP5IF1 93974 protein_coding
SESN2 83667 protein_coding
MED18 54797 protein_coding
MAPK4 5596 protein_coding
DIS3 22894 protein_coding
NFKBIB 4793 protein_coding
SIGLEC15 284266 protein_coding
DEFB115 245929 protein_coding
RNF165 494470 protein_coding
CCER2 643669 protein_coding
SARS2 54938 protein_coding
TRIM17 51127 protein_coding
MRO 83876 protein_coding
GPX5 2880 protein_coding
 102723532 protein_coding
 102723502 protein_coding
GPX6 257202 protein_coding
LIF 3976 protein_coding
H3-4 8290 protein_coding
CYTH4 27128 protein_coding
H2AW 92815 protein_coding
H2BU1 128312 protein_coding
COG6 57511 protein_coding
RNF187 149603 protein_coding
TP53INP2 58476 protein_coding
C18orf54 162681 protein_coding
RHOU 58480 protein_coding
ASXL1 171023 protein_coding
MRPS12 6183 protein_coding
ETS2 2114 protein_coding
FBXO17 115290 protein_coding
SHOX 6473 protein_coding
MRPS31 10240 protein_coding
NOL12 79159 protein_coding
MBD2 8932 protein_coding
PRKX 5613 protein_coding
PADI1 29943 protein_coding
MEDAG 84935 protein_coding
STS 412 protein_coding
COL4A2 1284 protein_coding
DIP2A 23181 protein_coding
ROCK1 6093 protein_coding
PADI3 51702 protein_coding
SUN2 25777 protein_coding
VCX2 51480 protein_coding
PADI4 23569 protein_coding
PNPLA4 8228 protein_coding
IL3RA 3563 protein_coding
JAG1 182 protein_coding
PADI6 353238 protein_coding
ST8SIA3 51046 protein_coding
P2RY8 286530 protein_coding
RCC2 55920 protein_coding
HAUS1 115106 protein_coding
PRR20C 729240 protein_coding
OR2A5 393046 protein_coding
TMSB4X 7114 protein_coding
OR2A25 392138 protein_coding
OR2A12 346525 protein_coding
OR2A2 442361 protein_coding
STARD13 90627 protein_coding
OR2A14 135941 protein_coding
CTAGE4 100128553 protein_coding
ARHGEF35 445328 protein_coding
GCNT2 2651 protein_coding
OR2A42 402317 protein_coding
OR2A7 401427 protein_coding
CTAGE8 100142659 protein_coding
OR2A1 346528 protein_coding
 107987545 protein_coding
 112268384 protein_coding
SLC25A6 293 protein_coding
ARHGEF5 7984 protein_coding
NOBOX 135935 protein_coding
SLC23A2 9962 protein_coding
AMELX 265 protein_coding
 112268354 protein_coding
LLGL1 3996 protein_coding
RNF152 220441 protein_coding
CCDC68 80323 protein_coding
ASMT 438 protein_coding
C6orf52 347744 protein_coding
SMAD2 4087 protein_coding
GTPBP6 8225 protein_coding
PAK1IP1 55003 protein_coding
FBLN1 2192 protein_coding
 112268355 protein_coding
CFAP97D2 101929355 protein_coding
KRTAP6-1 337966 protein_coding
TMEM14C 51522 protein_coding
COL6A2 1292 protein_coding
CST9L 128821 protein_coding
FLII 2314 protein_coding
KIR2DS3 553128 protein_coding
RPS6KA1 6195 protein_coding
 112267881 protein_coding
SLITRK6 84189 protein_coding
VCX3A 51481 protein_coding
MYH7B 57644 protein_coding
PCDH9 5101 protein_coding
DHRSX 207063 protein_coding
SHROOM2 357 protein_coding
PI3 5266 protein_coding
ANOS1 3730 protein_coding
RAB27B 5874 protein_coding
SEMG2 6407 protein_coding
KRTAP7-1 337878 protein_coding
PCNT 5116 protein_coding
KCNS1 3787 protein_coding
LGALS2 3957 protein_coding
GRP 2922 protein_coding
CBX7 23492 protein_coding
SEC23B 10483 protein_coding
ASMTL 8623 protein_coding
PNPLA3 80339 protein_coding
DNAJC3 5611 protein_coding
CRLF2 64109 protein_coding
DRICH1 51233 protein_coding
KCNJ15 3772 protein_coding
TNFRSF11A 8792 protein_coding
EFCAB6 64800 protein_coding
CLDN34 100288814 protein_coding
FAM9B 171483 protein_coding
CCDC169 728591 protein_coding
MIEF2 125170 protein_coding
CRYZL1 9946 protein_coding
FANCB 2187 protein_coding
TXNL1 9352 protein_coding
MCPH1 79648 protein_coding
ELFN2 114794 protein_coding
TOP3A 7156 protein_coding
MXRA5 25878 protein_coding
TBC1D22A 25771 protein_coding
HCCS 3052 protein_coding
AGPAT5 55326 protein_coding
ZMYM5 9205 protein_coding
NLGN4X 57502 protein_coding
XKR5 389610 protein_coding
TASP1 55617 protein_coding
DEFB1 1672 protein_coding
TPTE2 93492 protein_coding
DEFA6 1671 protein_coding
N6AMT1 29104 protein_coding
NANP 140838 protein_coding
DEFA4 1669 protein_coding
CTNNBL1 56259 protein_coding
DEFA1 1667 protein_coding
DEFA1B 728358 protein_coding
DEFA3 1668 protein_coding
FAM9C 171484 protein_coding
DIP2C 22982 protein_coding
ME2 4200 protein_coding
DEFA5 1670 protein_coding
SMCR8 140775 protein_coding
SOX1 6656 protein_coding
TEX26 122046 protein_coding
SHMT1 6470 protein_coding
FAM9A 171482 protein_coding
EVPLL 645027 protein_coding
 FAM90A7P protein_coding
INO80D 54891 protein_coding
LAMP1 3916 protein_coding
DEFB106A 245909 protein_coding
VCX3B 425054 protein_coding
DEFB104A 140596 protein_coding
SPAG11A 653423 protein_coding
GRTP1 79774 protein_coding
DEFB103A 414325 protein_coding
NDUFS1 4719 protein_coding
ZNF705B 100132396 protein_coding
USP17L4 392188 protein_coding
USP17L4 645402 protein_coding
AKR1C3 8644 protein_coding
USP17L3 645836 protein_coding
UGGT2 55757 protein_coding
NRIP1 8204 protein_coding
 FAM90A23P protein_coding
ZYX 7791 protein_coding
ZNF705D 728957 protein_coding
C22orf42 150297 protein_coding
SON 6651 protein_coding
DEFB130A 245940 protein_coding
LGALS9C 654346 protein_coding
DEFB134 613211 protein_coding
SRPX 8406 protein_coding
GAREM1 64762 protein_coding
DEFB135 613209 protein_coding
WFDC9 259240 protein_coding
DEFB136 613210 protein_coding
ZBED4 9889 protein_coding
 1508 protein_coding
PHF21B 112885 protein_coding
FDFT1 2222 protein_coding
TUBAL3 79861 protein_coding
SOGA1 140710 protein_coding
VCX 26609 protein_coding
ELAC1 55520 protein_coding
GATA4 2626 protein_coding
LARP4B 23185 protein_coding
PSTPIP2 9050 protein_coding
PHKA2 5256 protein_coding
EPHA1 2041 protein_coding
MYO16 23026 protein_coding
ADA 100 protein_coding
PLEKHM3 389072 protein_coding
CDPF1 150383 protein_coding
GRPR 2925 protein_coding
ADARB2 105 protein_coding
ZBTB7C 201501 protein_coding
CRYGD 1421 protein_coding
PPEF1 5475 protein_coding
 640 protein_coding
CRYGC 1420 protein_coding
UPK3A 7380 protein_coding
TAS2R60 338398 protein_coding
TAS2R41 259287 protein_coding
AKR1E2 83592 protein_coding
ACTR5 79913 protein_coding
CTAGE15 441294 protein_coding
