Gene_name NCBI_gene_ID Gene_type
KCNB2 9312 protein_coding
GPX7 2882 protein_coding
FAM91A1 157769 protein_coding
RFESD 317671 protein_coding
SLC44A3 126969 protein_coding
SOCS2 8835 protein_coding
GCFC2 6936 protein_coding
MYO1G 64005 protein_coding
PGRMC2 10424 protein_coding
LIX1 167410 protein_coding
CACNG4 27092 protein_coding
SNF8 11267 protein_coding
HAVCR2 84868 protein_coding
CKAP4 10970 protein_coding
FBXW5 54461 protein_coding
OPRPN 58503 protein_coding
GALNT4 8693 protein_coding
RPS3 6188 protein_coding
EEA1 8411 protein_coding
RASSF6 166824 protein_coding
SRP14 6727 protein_coding
C8G 733 protein_coding
SLA 6503 protein_coding
SLCO4C1 353189 protein_coding
EEF2KMT 196483 protein_coding
LCN12 286256 protein_coding
DPP8 54878 protein_coding
ST8SIA4 7903 protein_coding
APOH 350 protein_coding
PTGDS 5730 protein_coding
AKR1D1 6718 protein_coding
VDAC1 7416 protein_coding
RASGRP4 115727 protein_coding
LCNL1 401562 protein_coding
SDK2 54549 protein_coding
RIC8B 55188 protein_coding
PAXX 286257 protein_coding
ATP6V1C2 245973 protein_coding
PCDHB15 56121 protein_coding
CEP135 9662 protein_coding
TMED7 51014 protein_coding
ING3 54556 protein_coding
 TAF11L6 protein_coding
CLIC3 9022 protein_coding
IL13 3596 protein_coding
IQSEC2 23096 protein_coding
MT4 84560 protein_coding
MT2A 4502 protein_coding
ABCA2 20 protein_coding
PKN2 5586 protein_coding
MINAR2 100127206 protein_coding
MT1E 4493 protein_coding
PCDHB2 56133 protein_coding
FABP2 2169 protein_coding
CDC42EP4 23580 protein_coding
MT1M 4499 protein_coding
 RAMACL protein_coding
ZC3H12D 340152 protein_coding
EMCN 51705 protein_coding
DLK1 8788 protein_coding
ERAP2 64167 protein_coding
MT1A 4489 protein_coding
GDPD5 81544 protein_coding
MT1B 4490 protein_coding
DNAI2 64446 protein_coding
CRY1 1407 protein_coding
DNAH6 1768 protein_coding
MT1F 4494 protein_coding
SMKR1 100287482 protein_coding
FRK 2444 protein_coding
SLC26A4 5172 protein_coding
MT1X 4501 protein_coding
PREX2 80243 protein_coding
VIP 7432 protein_coding
CRYM 1428 protein_coding
E2F7 144455 protein_coding
ABCB7 22 protein_coding
TMED5 50999 protein_coding
RARS2 57038 protein_coding
SLC10A4 201780 protein_coding
OSTM1 28962 protein_coding
GPR142 350383 protein_coding
XRCC2 7516 protein_coding
CLCA4 22802 protein_coding
GABRG1 2565 protein_coding
GABRR2 2570 protein_coding
PRKAG2 51422 protein_coding
ABCA8 10351 protein_coding
PABPC4L 132430 protein_coding
SLFNL1 200172 protein_coding
RILPL1 353116 protein_coding
LAPTM4A 9741 protein_coding
SLC10A6 345274 protein_coding
KLHL32 114792 protein_coding
GYPE 2996 protein_coding
ABCD3 5825 protein_coding
SNX2 6643 protein_coding
UQCRC2 7385 protein_coding
RAD51AP2 729475 protein_coding
TMTC3 160418 protein_coding
INTU 27152 protein_coding
LRATD2 157638 protein_coding
ARNT2 9915 protein_coding
FUT7 2529 protein_coding
COLEC10 10584 protein_coding
NPDC1 56654 protein_coding
MYC 4609 protein_coding
MOGAT2 80168 protein_coding
ENTPD2 954 protein_coding
NCK1 4690 protein_coding
 MROH7-TTC4 protein_coding
MICAL1 64780 protein_coding
TBC1D31 93594 protein_coding
DGAT2 84649 protein_coding
SAPCD2 89958 protein_coding
NME5 8382 protein_coding
BCHE 590 protein_coding
CCDC88A 55704 protein_coding
UAP1L1 91373 protein_coding
ADH1A 124 protein_coding
ZMYND12 84217 protein_coding
ALG14 199857 protein_coding
DPP7 29952 protein_coding
ZZZ3 26009 protein_coding
C4orf33 132321 protein_coding
EID1 23741 protein_coding
GOLGA8R 101059918 protein_coding
SBK1 388228 protein_coding
SERPINH1 871 protein_coding
CDAN1 146059 protein_coding
NPIPB6 728741 protein_coding
GRIN1 2902 protein_coding
RARRES1 5918 protein_coding
ALB 213 protein_coding
YIPF1 54432 protein_coding
 NPIPB7 protein_coding
APOBR 55911 protein_coding
WSCD2 9671 protein_coding
CACNG1 786 protein_coding
IL27 246778 protein_coding
TAS2R5 54429 protein_coding
SLC9A3R1 9368 protein_coding
SGF29 112869 protein_coding
WNT16 51384 protein_coding
LDLRAD1 388633 protein_coding
AGTR2 186 protein_coding
ZDHHC9 51114 protein_coding
PSMD12 5718 protein_coding
MEX3B 84206 protein_coding
ZNF862 643641 protein_coding
GPR4 2828 protein_coding
ADAMTSL3 57188 protein_coding
CD37 951 protein_coding
SPSB4 92369 protein_coding
MS4A7 58475 protein_coding
PTN 5764 protein_coding
TM4SF1 4071 protein_coding
TUFM 7284 protein_coding
HCFC2 29915 protein_coding
MAP3K4 4216 protein_coding
TMEM229A 730130 protein_coding
GJB4 127534 protein_coding
SRPK2 6733 protein_coding
TMEM125 128218 protein_coding
ZFPM2 23414 protein_coding
DMRTA2 63950 protein_coding
MS4A14 84689 protein_coding
UTP14A 10813 protein_coding
HIVEP3 59269 protein_coding
RABEP2 79874 protein_coding
ZHX1 11244 protein_coding
CFAP54 144535 protein_coding
ALG1L2 644974 protein_coding
PCDHB10 56126 protein_coding
ZHX1-C8orf76 100533106 protein_coding
STK32A 202374 protein_coding
IZUMO2 126123 protein_coding
MS4A5 64232 protein_coding
SH3GLB1 51100 protein_coding
SLC9A9 285195 protein_coding
ELF4 2000 protein_coding
HDC 3067 protein_coding
CD19 930 protein_coding
SLC7A10 56301 protein_coding
OAF 220323 protein_coding
BCORL1 63035 protein_coding
POU2F3 25833 protein_coding
SIAH2 6478 protein_coding
KSR2 283455 protein_coding
SQLE 6713 protein_coding
NEK11 79858 protein_coding
RHOBTB3 22836 protein_coding
EMP3 2014 protein_coding
TM2D1 83941 protein_coding
BPGM 669 protein_coding
IRS4 8471 protein_coding
ACE2 59272 protein_coding
NAT9 26151 protein_coding
DENR 8562 protein_coding
BORCS8 729991 protein_coding
ARRDC4 91947 protein_coding
TCEAL4 79921 protein_coding
NFATC2IP 84901 protein_coding
PPP1R14B 26472 protein_coding
SDC2 6383 protein_coding
HOXC13 3229 protein_coding
SCP2 6342 protein_coding
IVD 3712 protein_coding
MIP 4284 protein_coding
KCNK4 50801 protein_coding
TCEAL3 85012 protein_coding
ATP6V0E1 8992 protein_coding
POTEG 404785 protein_coding
SPNS1 83985 protein_coding
RASAL1 8437 protein_coding
GEMIN7 79760 protein_coding
ZSCAN22 342945 protein_coding
FAM199X 139231 protein_coding
POLD1 5424 protein_coding
CTNNA1 1495 protein_coding
ESX1 80712 protein_coding
CATSPERZ 25858 protein_coding
OR4N2 390429 protein_coding
PLCXD1 55344 protein_coding
PKHD1L1 93035 protein_coding
PRDX5 25824 protein_coding
DDIT4L 115265 protein_coding
LRBA 987 protein_coding
ACSBG1 23205 protein_coding
CCDC88B 283234 protein_coding
CTAG1A 246100 protein_coding
APLN 8862 protein_coding
HOXB7 3217 protein_coding
BCKDHB 594 protein_coding
XPNPEP2 7512 protein_coding
GRIN2C 2905 protein_coding
TMEM210 100505993 protein_coding
INSIG1 3638 protein_coding
SASH3 54440 protein_coding
ANAPC2 29882 protein_coding
HOOK1 51361 protein_coding
PLAGL1 5325 protein_coding
NMB 4828 protein_coding
ARAF 369 protein_coding
DUS4L-BCAP29 115253422 protein_coding
RBP1 5947 protein_coding
NLGN3 54413 protein_coding
SSNA1 8636 protein_coding
CYRIB 51571 protein_coding
INO80 54617 protein_coding
BCAR3 8412 protein_coding
BCAR3 723788 protein_coding
TPRN 286262 protein_coding
KCTD2 23510 protein_coding
ACTR3B 57180 protein_coding
RPS6KA4 8986 protein_coding
TMEM203 94107 protein_coding
RNF208 727800 protein_coding
CYSRT1 375791 protein_coding
RNF224 643596 protein_coding
SLC34A3 142680 protein_coding
LPO 4025 protein_coding
NUP37 79023 protein_coding
PLD1 5337 protein_coding
TUBB4B 10383 protein_coding
APOOL 139322 protein_coding
FAM166A 401565 protein_coding
SAMD3 154075 protein_coding
CHRDL1 91851 protein_coding
NPIPB11 728888 protein_coding
STPG3 441476 protein_coding
PAXIP1 22976 protein_coding
ANAPC5 51433 protein_coding
BOLA2 552900 protein_coding
BOLA2-SMG1P6 107282092 protein_coding
SLX1B 79008 protein_coding
BARHL2 343472 protein_coding
SLC22A11 55867 protein_coding
DMAP1 55929 protein_coding
HELZ 9931 protein_coding
PAK3 5063 protein_coding
NELFB 25920 protein_coding
SLC22A12 116085 protein_coding
SAE1 10055 protein_coding
RBM27 54439 protein_coding
TOR4A 54863 protein_coding
NRARP 441478 protein_coding
TEK 7010 protein_coding
NPIPB12 440353 protein_coding
AKR1B1 231 protein_coding
RAMAC 83640 protein_coding
TNFSF10 8743 protein_coding
SNX18 112574 protein_coding
SPN 6693 protein_coding
PIK3R1 5295 protein_coding
TAOK2 9344 protein_coding
KLHL25 64410 protein_coding
RYR1 6261 protein_coding
QKI 9444 protein_coding
NRXN2 9379 protein_coding
AHCYL1 10768 protein_coding
MEF2A 4205 protein_coding
CAPN6 827 protein_coding
ACADS 35 protein_coding
TMEM213 155006 protein_coding
SERTM2 401613 protein_coding
SRPX2 27286 protein_coding
TRIM24 8805 protein_coding
CNN3 1266 protein_coding
HIRIP3 8479 protein_coding
RPL38 6169 protein_coding
LTA4H 4048 protein_coding
ZNF462 58499 protein_coding
GRHL2 79977 protein_coding
ATP1B4 23439 protein_coding
INO80E 283899 protein_coding
VAV3 10451 protein_coding
PHC3 80012 protein_coding
TBC1D16 125058 protein_coding
SLCO3A1 28232 protein_coding
LAMP2 3920 protein_coding
RASGRP2 10235 protein_coding
ZNF777 27153 protein_coding
RHPN1 114822 protein_coding
KDM7A 80853 protein_coding
ACTL7B 10880 protein_coding
SCLT1 132320 protein_coding
ACTL7A 10881 protein_coding
GALNTL5 168391 protein_coding
ZUP1 221302 protein_coding
ELP1 8518 protein_coding
AEN 64782 protein_coding
OC90 729330 protein_coding
IMPG1 3617 protein_coding
CUL4B 8450 protein_coding
COX11 1353 protein_coding
NTN4 59277 protein_coding
DOC2A 8448 protein_coding
LACTB2 51110 protein_coding
THG1L 54974 protein_coding
MORF4L1 10933 protein_coding
MACC1 346389 protein_coding
ARC 23237 protein_coding
CDKL2 8999 protein_coding
POU5F1B 5462 protein_coding
TRAM1 23471 protein_coding
AKR1B10 57016 protein_coding
DPYD 1806 protein_coding
MTRF1L 54516 protein_coding
PXYLP1 92370 protein_coding
ARHGAP24 83478 protein_coding
PELO 53918 protein_coding
CBX1 10951 protein_coding
HAVCR1 26762 protein_coding
PNRC1 10957 protein_coding
ZNF425 155054 protein_coding
TXLNB 167838 protein_coding
TLCD4 148534 protein_coding
KLK11 11012 protein_coding
LY6D 8581 protein_coding
MED13 9969 protein_coding
ZC3HC1 51530 protein_coding
NCOA2 10499 protein_coding
GRM1 2911 protein_coding
POU3F1 5453 protein_coding
LRRC8D 55144 protein_coding
FAM13A 10144 protein_coding
PANK3 79646 protein_coding
TLCD3B 83723 protein_coding
PSMD9 5715 protein_coding
S1PR1 1901 protein_coding
ZNF548 147694 protein_coding
JAKMIP2 9832 protein_coding
SLC35G2 80723 protein_coding
NBPF6 653149 protein_coding
NFE2L1 4779 protein_coding
LXN 56925 protein_coding
TG 7038 protein_coding
TMEM178B 100507421 protein_coding
PPP4C 5531 protein_coding
FMC1 154791 protein_coding
CD22 933 protein_coding
SCHIP1 29970 protein_coding
MCOLN3 55283 protein_coding
ZNF746 155061 protein_coding
SLC48A1 55652 protein_coding
PYGM 5837 protein_coding
CHCHD3 54927 protein_coding
PSMD11 5717 protein_coding
SPPL3 121665 protein_coding
RSPO3 84870 protein_coding
LRRIQ4 344657 protein_coding
FNDC3B 64778 protein_coding
SH3BGRL2 83699 protein_coding
ARFGEF3 57221 protein_coding
ELAPOR1 57535 protein_coding
NRF1 4899 protein_coding
MAP4K2 5871 protein_coding
RAP1B 5908 protein_coding
YPEL3 83719 protein_coding
RSAD1 55316 protein_coding
FUCA2 2519 protein_coding
LHFPL2 10184 protein_coding
DAPP1 27071 protein_coding
HOXB6 3216 protein_coding
STK10 6793 protein_coding
GDPD3 79153 protein_coding
SSTR2 6752 protein_coding
ZNHIT1 10467 protein_coding
SLC25A31 83447 protein_coding
SLC17A5 26503 protein_coding
MAPK3 5595 protein_coding
SLC22A3 6581 protein_coding
LRRC24 441381 protein_coding
SI 6476 protein_coding
TAAR9 134860 protein_coding
ZNF282 8427 protein_coding
N4BP3 23138 protein_coding
WASF1 8936 protein_coding
HOXB1 3211 protein_coding
FZD6 8323 protein_coding
PCBD2 84105 protein_coding
PTRH2 51651 protein_coding
PCDH10 57575 protein_coding
DENND2A 27147 protein_coding
TMEM154 201799 protein_coding
ADAM10 102 protein_coding
ENDOV 284131 protein_coding
MTMR12 54545 protein_coding
TMPRSS11F 389208 protein_coding
SBSPON 157869 protein_coding
TOP1MT 116447 protein_coding
CT45A3 441519 protein_coding
CT45A5 441521 protein_coding
CT45A6 541465 protein_coding
ARHGAP29 9411 protein_coding
EHD1 10938 protein_coding
PRC1 9055 protein_coding
NSUN7 79730 protein_coding
CT45A2 728911 protein_coding
TNNI3 7137 protein_coding
CT45A7 101060211 protein_coding
ABITRAM 54942 protein_coding
OGDH 4967 protein_coding
CT45A8 102723737 protein_coding
CTNNAL1 8727 protein_coding
FBXO5 26271 protein_coding
CT45A9 102723680 protein_coding
MMGT1 93380 protein_coding
PPP2CA 5515 protein_coding
PPIL4 85313 protein_coding
GYPB 2994 protein_coding
CXorf66 347487 protein_coding
 389895 protein_coding
DCX 1641 protein_coding
ATG2A 23130 protein_coding
LCN9 392399 protein_coding
RPL22L1 200916 protein_coding
CCDC9 26093 protein_coding
FUBP3 8939 protein_coding
BOLA2B 552900 protein_coding
BOLA2B 654483 protein_coding
TMEM104 54868 protein_coding
SPATA16 83893 protein_coding
MEIS1 4211 protein_coding
ABCA4 24 protein_coding
EXOSC2 23404 protein_coding
MARK4 57787 protein_coding
 8916 protein_coding
RNF150 57484 protein_coding
PPP2R5B 5526 protein_coding
HLF 3131 protein_coding
GPR160 26996 protein_coding
SH3GL3 6457 protein_coding
GPHA2 170589 protein_coding
CD2BP2 10421 protein_coding
MAJIN 283129 protein_coding
MAP2K3 5606 protein_coding
ARMC8 25852 protein_coding
INPP4B 8821 protein_coding
TBC1D10B 26000 protein_coding
BATF2 116071 protein_coding
KLK13 26085 protein_coding
GPM6B 2824 protein_coding
ABL1 25 protein_coding
ARL2 402 protein_coding
ZNF398 57541 protein_coding
KRCC1 51315 protein_coding
CORO1A 11151 protein_coding
TNFAIP3 7128 protein_coding
FAM110C 642273 protein_coding
GML 2765 protein_coding
CDC42BPG 55561 protein_coding
FBXO48 554251 protein_coding
QRFP 347148 protein_coding
CREG2 200407 protein_coding
FIBCD1 84929 protein_coding
GPIHBP1 338328 protein_coding
OTX1 5013 protein_coding
GYS1 2997 protein_coding
GEMIN8 54960 protein_coding
JRK 8629 protein_coding
ZSCAN2 54993 protein_coding
PRDM12 59335 protein_coding
PGM1 5236 protein_coding
OR52R1 119695 protein_coding
UBXN2A 165324 protein_coding
TMEM164 84187 protein_coding
ZMIZ2 83637 protein_coding
OR51G1 79324 protein_coding
IER5L 389792 protein_coding
OR51A2 401667 protein_coding
OR52J3 119679 protein_coding
OR52E2 119678 protein_coding
LYPD2 137797 protein_coding
HBB 3043 protein_coding
SLURP2 432355 protein_coding
RTL9 57529 protein_coding
GPR45 11250 protein_coding
IGSF21 84966 protein_coding
CYP11B2 1585 protein_coding
SOWAHD 347454 protein_coding
RPL39 6170 protein_coding
CNTNAP3 79937 protein_coding
ST6GAL2 84620 protein_coding
UPF3B 65109 protein_coding
COA7 65260 protein_coding
HBD 3045 protein_coding
MRPL46 26589 protein_coding
ZNF696 79943 protein_coding
ABCA9 10350 protein_coding
DKKL1 27120 protein_coding
ADGRB1 575 protein_coding
DPYSL3 1809 protein_coding
MAD2L2 10459 protein_coding
HBG2 3048 protein_coding
HBE1 3046 protein_coding
RASGRP3 25780 protein_coding
RNF113A 7737 protein_coding
NDUFA1 4694 protein_coding
AKAP14 158798 protein_coding
OR51B4 79339 protein_coding
OR51B5 282763 protein_coding
LRRK1 79705 protein_coding
GPR139 124274 protein_coding
LAT 27040 protein_coding
OR51B6 390058 protein_coding
OR51Q1 390061 protein_coding
OR52D1 390066 protein_coding
UBQLN3 50613 protein_coding
SPATA31A1 647060 protein_coding
RELB 5971 protein_coding
ZC2HC1B 153918 protein_coding
NKAP 79576 protein_coding
USP44 84101 protein_coding
UBQLNL 143630 protein_coding
PPM1D 8493 protein_coding
OR52B6 340980 protein_coding
LSM11 134353 protein_coding
ZNF330 27309 protein_coding
TRIM6 117854 protein_coding
RSPO2 340419 protein_coding
EFCAB9 285588 protein_coding
GINM1 116254 protein_coding
AFF4 27125 protein_coding
TESC 54997 protein_coding
SAMD5 389432 protein_coding
CASK 8573 protein_coding
 ANKRD20A2P protein_coding
RAC3 5881 protein_coding
C8orf76 84933 protein_coding
SYT5 6861 protein_coding
TSPYL6 388951 protein_coding
ARG1 383 protein_coding
SVOPL 136306 protein_coding
RBM19 9904 protein_coding
SKAP1 8631 protein_coding
SLC26A1 10861 protein_coding
ALK 238 protein_coding
SYNM 23336 protein_coding
TSNARE1 203062 protein_coding
SPATA18 132671 protein_coding
SLC46A2 57864 protein_coding
INAFM1 255783 protein_coding
PPP1R37 284352 protein_coding
TRIM6-TRIM34 445372 protein_coding
MKLN1 4289 protein_coding
SLC31A2 1318 protein_coding
ITPKC 80271 protein_coding
AFAP1L1 134265 protein_coding
PSMB1 5689 protein_coding
OR1K1 392392 protein_coding
HERC3 8916 protein_coding
RC3H2 54542 protein_coding
OLFML3 56944 protein_coding
CTU1 90353 protein_coding
ZNF599 148103 protein_coding
TRIM22 10346 protein_coding
SLC2A12 154091 protein_coding
CHD2 1106 protein_coding
SERINC1 57515 protein_coding
PTPRH 5794 protein_coding
KHDRBS3 10656 protein_coding
ULBP1 80329 protein_coding
SLX1A 548593 protein_coding
YIPF5 81555 protein_coding
ARHGAP18 93663 protein_coding
TRABD2B 388630 protein_coding
GCLM 2730 protein_coding
CMAS 55907 protein_coding
SULT1A4 445329 protein_coding
GATB 5188 protein_coding
JAZF1 221895 protein_coding
RPF1 80135 protein_coding
SOBP 55084 protein_coding
LRRC10 376132 protein_coding
MLEC 9761 protein_coding
TGFBR3 7049 protein_coding
AGPAT4 56895 protein_coding
MCC 4163 protein_coding
OR56B1 387748 protein_coding
OR52E6 390078 protein_coding
COPG2 26958 protein_coding
OR52E8 390079 protein_coding
SLURP1 57152 protein_coding
HBG1 3047 protein_coding
MRGPRG 386746 protein_coding
ZBTB6 10773 protein_coding
CAMKK2 10645 protein_coding
MRGPRE 116534 protein_coding
ZBTB26 57684 protein_coding
RABGAP1 23637 protein_coding
ZNF195 7748 protein_coding
GLI4 2738 protein_coding
WDR27 253769 protein_coding
RGS9BP 388531 protein_coding
C19orf54 284325 protein_coding
ST3GAL1 6482 protein_coding
N4BP2 55728 protein_coding
PRDM6 93166 protein_coding
RPL18A 6142 protein_coding
CCDC112 153733 protein_coding
FAM180A 389558 protein_coding
ADCY8 114 protein_coding
PIK3R3 8503 protein_coding
STRBP 55342 protein_coding
TCF23 150921 protein_coding
LRRC17 10234 protein_coding
ATP1B3 483 protein_coding
TGFA 7039 protein_coding
TBXAS1 6916 protein_coding
POP4 10775 protein_coding
FREM3 166752 protein_coding
FAM135B 51059 protein_coding
HPGDS 27306 protein_coding
SLCO6A1 133482 protein_coding
SERAC1 84947 protein_coding
CHTF8 54921 protein_coding
CHTF8 113455421 protein_coding
GFM1 85476 protein_coding
AGBL5 60509 protein_coding
ATP1A3 478 protein_coding
CACNA1G 8913 protein_coding
SZT2 23334 protein_coding
GLG1 2734 protein_coding
GPT 2875 protein_coding
LRRC28 123355 protein_coding
FCHSD1 89848 protein_coding
BNC2 54796 protein_coding
TMEM212 389177 protein_coding
SLC22A2 6582 protein_coding
ERICH6 131831 protein_coding
GLYATL1B 100287520 protein_coding
FAM111B 374393 protein_coding
VWA3B 200403 protein_coding
HHIP 64399 protein_coding
DTX4 23220 protein_coding
FXN 2395 protein_coding
LYNX1 66004 protein_coding
PPIC 5480 protein_coding
TJP2 9414 protein_coding
GMPS 8833 protein_coding
TTC33 23548 protein_coding
RBM46 166863 protein_coding
MPEG1 219972 protein_coding
LYNX1-SLURP2 111188157 protein_coding
ZDHHC14 79683 protein_coding
VWA5A 4013 protein_coding
LNPEP 4012 protein_coding
NR3C2 4306 protein_coding
ZHX2 22882 protein_coding
C16orf95 100506581 protein_coding
TTC23 64927 protein_coding
PHTF1 10745 protein_coding
MRTFB 57496 protein_coding
VIPR2 7434 protein_coding
ZFP41 286128 protein_coding
LRRC34 151827 protein_coding
HHLA1 10086 protein_coding
GJE1 100126572 protein_coding
C6orf58 352999 protein_coding
BTNL9 153579 protein_coding
ZNF181 339318 protein_coding
RPL7 6129 protein_coding
CCN6 8838 protein_coding
SRSF7 6432 protein_coding
RPS3A 6189 protein_coding
FFAR3 2865 protein_coding
PPARGC1B 133522 protein_coding
EIF3CL 728689 protein_coding
COL28A1 340267 protein_coding
RGMA 56963 protein_coding
C8orf82 414919 protein_coding
GSTM5 2949 protein_coding
SLC2A2 6514 protein_coding
CPQ 10404 protein_coding
PERCC1 105371045 protein_coding
ZNF469 84627 protein_coding
CA5A 763 protein_coding
EPS8L2 64787 protein_coding
PDE7B 27115 protein_coding
WDR77 79084 protein_coding
LRCH4 4034 protein_coding
EFR3A 23167 protein_coding
EIF3C 8663 protein_coding
PLD3 23646 protein_coding
C6orf120 387263 protein_coding
MFSD1 64747 protein_coding
SRSF12 135295 protein_coding
GSTM2 2946 protein_coding
TGOLN2 10618 protein_coding
CCSER1 401145 protein_coding
SLC26A2 1836 protein_coding
OR4F3 26683 protein_coding
TULP4 56995 protein_coding
IGF1R 3480 protein_coding
NMU 10874 protein_coding
CLIP4 79745 protein_coding
AMDHD1 144193 protein_coding
NDFIP1 80762 protein_coding
PAH 5053 protein_coding
UTRN 7402 protein_coding
PCDHB8 56128 protein_coding
CREBRF 153222 protein_coding
DERL1 79139 protein_coding
EGFL7 51162 protein_coding
TMEM144 55314 protein_coding
F3 2152 protein_coding
SPINK6 404203 protein_coding
SLITRK3 22865 protein_coding
PALMD 54873 protein_coding
TICRR 90381 protein_coding
MPLKIP 136647 protein_coding
GPX3 2878 protein_coding
PHF10 55274 protein_coding
C12orf45 121053 protein_coding
ADORA3 140 protein_coding
SLC25A42 284439 protein_coding
MTFR1 9650 protein_coding
VTCN1 79679 protein_coding
IL12A 3592 protein_coding
TALDO1 6888 protein_coding
AGPAT2 10555 protein_coding
NR1H2 7376 protein_coding
NEURL3 93082 protein_coding
SUDS3 64426 protein_coding
CRTC3 64784 protein_coding
FAM166C 339778 protein_coding
VCAM1 7412 protein_coding
FBXL14 144699 protein_coding
SLC25A36 55186 protein_coding
RASSF9 9182 protein_coding
TTC7A 57217 protein_coding
RITA1 84934 protein_coding
DIPK1B 138311 protein_coding
GATD1 347862 protein_coding
SLC12A2 6558 protein_coding
MYF5 4617 protein_coding
AIG1 51390 protein_coding
LCN10 414332 protein_coding
PIGQ 9091 protein_coding
BBS10 79738 protein_coding
PPP1R3A 5506 protein_coding
MINDY2 54629 protein_coding
HIPK1 204851 protein_coding
CRADD 8738 protein_coding
KATNA1 11104 protein_coding
FOXP2 93986 protein_coding
COL6A5 256076 protein_coding
LCN6 158062 protein_coding
CCNG2 901 protein_coding
CCDC60 160777 protein_coding
LCN15 389812 protein_coding
NR2F2 7026 protein_coding
TMEM141 85014 protein_coding
HMGN3 9324 protein_coding
NUDT4 11163 protein_coding
CEND1 51286 protein_coding
CCDC183 84960 protein_coding
PACRG 135138 protein_coding
SLC25A22 79751 protein_coding
ATP2A1 487 protein_coding
PGPEP1L 145814 protein_coding
SKIL 6498 protein_coding
FAM174B 400451 protein_coding
RNF175 285533 protein_coding
SNRPA 6626 protein_coding
TUBE1 51175 protein_coding
RABL6 55684 protein_coding
UBTD2 92181 protein_coding
CEP152 22995 protein_coding
IL12B 3593 protein_coding
PRMT9 90826 protein_coding
P2RY1 5028 protein_coding
CARD8 22900 protein_coding
LRRC31 79782 protein_coding
TCP11L2 255394 protein_coding
TAAR8 83551 protein_coding
GTF2H5 404672 protein_coding
SIMC1 375484 protein_coding
AJM1 389813 protein_coding
PHPT1 29085 protein_coding
NAP1L5 266812 protein_coding
FXR1 8087 protein_coding
LTV1 84946 protein_coding
MAMDC4 158056 protein_coding
CHD8 57680 protein_coding
DBX2 440097 protein_coding
RAPGEF2 9693 protein_coding
SHPRH 257218 protein_coding
DRAM1 55332 protein_coding
SPINK7 84651 protein_coding
SRRM4 84530 protein_coding
COL22A1 169044 protein_coding
GNPDA1 10007 protein_coding
BCOR 54880 protein_coding
PSRC1 84722 protein_coding
EDF1 8721 protein_coding
GTF3C2 2976 protein_coding
FUS 2521 protein_coding
TSPAN8 7103 protein_coding
MCTP2 55784 protein_coding
DNLZ 728489 protein_coding
CARD9 64170 protein_coding
LRP1 4035 protein_coding
FGG 2266 protein_coding
GPR88 54112 protein_coding
RWDD3 25950 protein_coding
F2RL2 2151 protein_coding
ENTR1 10807 protein_coding
MAN1A2 10905 protein_coding
APLF 200558 protein_coding
FAM81A 145773 protein_coding
SERP1 27230 protein_coding
ANXA6 309 protein_coding
TMEM87B 84910 protein_coding
PTK2 5747 protein_coding
ANKRD50 57182 protein_coding
CYP19A1 1588 protein_coding
PMPCA 23203 protein_coding
FNDC1 84624 protein_coding
MT1H 4496 protein_coding
SRGAP2B 647135 protein_coding
TNIK 23043 protein_coding
CBR4 84869 protein_coding
MT3 4504 protein_coding
EMX1 2016 protein_coding
PDIA2 64714 protein_coding
FTHL17 53940 protein_coding
BGN 633 protein_coding
LPAR3 23566 protein_coding
HSPA4L 22824 protein_coding
CFAP251 144406 protein_coding
KIF22 3835 protein_coding
PPP1R21 129285 protein_coding
MDFIC 29969 protein_coding
AFG1L 246269 protein_coding
CENPVL2 441495 protein_coding
CENPVL1 389857 protein_coding
GSPT2 23708 protein_coding
CENPVL3 347549 protein_coding
DPH5 51611 protein_coding
YIPF6 286451 protein_coding
EN2 2020 protein_coding
AKT2 208 protein_coding
CDK13 8621 protein_coding
UBE3D 90025 protein_coding
NCOR2 9612 protein_coding
OPHN1 4983 protein_coding
INPP5E 56623 protein_coding
FSD1L 83856 protein_coding
SAP30L 79685 protein_coding
RAB2B 84932 protein_coding
RPLP2 6181 protein_coding
FGA 2243 protein_coding
CTTNBP2NL 55917 protein_coding
RHCG 51458 protein_coding
SMG1 23049 protein_coding
SPINK9 643394 protein_coding
VAMP5 10791 protein_coding
SLC24A4 123041 protein_coding
VNN2 8875 protein_coding
TAL2 6887 protein_coding
PNPLA2 57104 protein_coding
CDK20 23552 protein_coding
NRG2 9542 protein_coding
SORT1 6272 protein_coding
TSGA10 80705 protein_coding
JADE1 79960 protein_coding
VMA21 203547 protein_coding
ATP6AP1 537 protein_coding
NTRK3 4916 protein_coding
SPIN2B 474343 protein_coding
SSX5 6758 protein_coding
CRACR2B 283229 protein_coding
USP20 10868 protein_coding
CLDN2 9075 protein_coding
SUGCT 79783 protein_coding
SHROOM4 57477 protein_coding
PSMA3 5684 protein_coding
NOTCH2 4853 protein_coding
ZXDB 158586 protein_coding
FAAH2 158584 protein_coding
RARS1 5917 protein_coding
CD151 977 protein_coding
DRP2 1821 protein_coding
PDCD2 5134 protein_coding
MAML3 55534 protein_coding
CLEC5A 23601 protein_coding
PTPN13 5783 protein_coding
DOCK11 139818 protein_coding
TAS2R38 5726 protein_coding
AKNA 80709 protein_coding
SEMA4F 10505 protein_coding
GPR37 2861 protein_coding
HOXC12 3228 protein_coding
